name,psnr,ssim,lpips
DJI_20260110101944_0475_V,19.36814816496529,0.5384088754653931,0.29048383235931396
DJI_20260110101947_0478_V,22.838448116796076,0.7066808342933655,0.24842774122953415
DJI_20260110101951_0482_V,20.7762111513814,0.6618624329566956,0.24897028505802155
DJI_20260110101958_0487_V,19.28046446206303,0.558234453201294,0.32269833981990814
DJI_20260110102000_0488_V,19.767215571520822,0.5463559627532959,0.3139892518520355
DJI_20260110102029_0501_V,22.586602614162206,0.7169816493988037,0.24089708924293518
DJI_20260110102030_0502_V,19.24527776686485,0.5637843608856201,0.30080485343933105
DJI_20260110102035_0508_V,19.77311334013979,0.585799515247345,0.2703568935394287
DJI_20260110102036_0509_V,24.27921232299915,0.8496348857879639,0.2184336930513382
DJI_20260110102038_0511_V,20.907183990417284,0.6114211678504944,0.2551358491182327
DJI_20260110102040_0512_V,22.13202083867568,0.6508777737617493,0.23218903690576553
DJI_20260110102104_0521_V,25.475965974108078,0.8952167630195618,0.18131273239850998
