name,psnr,ssim,lpips
DJI_20260110101720_0379_V,23.552093122461137,0.7246359586715698,0.19443731009960175
DJI_20260110101729_0389_V,22.774848166753628,0.7674018144607544,0.16848763078451157
DJI_20260110101734_0395_V,22.33566116349355,0.5610954761505127,0.31169143319129944
DJI_20260110101736_0398_V,22.64074824637907,0.7630994319915771,0.18272976577281952
DJI_20260110101739_0400_V,22.900779003192476,0.6615206599235535,0.24903880804777145
DJI_20260110101753_0402_V,20.549165131178512,0.4941844642162323,0.3789636492729187
DJI_20260110101754_0403_V,21.178944513246375,0.5355567932128906,0.33514462411403656
DJI_20260110101756_0404_V,22.167752528881735,0.6168482899665833,0.280426025390625
DJI_20260110101802_0408_V,21.895847072712694,0.587007462978363,0.301079198718071
DJI_20260110101807_0414_V,26.321992962441332,0.888346791267395,0.11298263072967529
DJI_20260110101810_0417_V,25.125311797708775,0.9204282760620117,0.1148076169192791
DJI_20260110101824_0435_V,25.17765706368732,0.8382449746131897,0.17382404208183289
DJI_20260110101826_0438_V,24.4394922067734,0.8302462100982666,0.18838361650705338
DJI_20260110101829_0441_V,23.78590130418443,0.7979528903961182,0.19158126413822174
DJI_20260110101837_0451_V,27.29771164909546,0.9314693212509155,0.16013932973146439
DJI_20260110101846_0459_V,21.796200210972934,0.7299080491065979,0.22907016426324844
DJI_20260110101932_0465_V,22.373870126498666,0.6970347166061401,0.21698760241270065
DJI_20260110101939_0470_V,20.886884161835116,0.5682983994483948,0.2856190502643585
DJI_20260110101941_0471_V,19.549698035470342,0.5611211061477661,0.2950550317764282
DJI_20260110101942_0473_V,18.70422845079837,0.5134100317955017,0.3207490146160126
DJI_20260110101944_0475_V,19.363752176938767,0.5379931330680847,0.2905620336532593
DJI_20260110101947_0478_V,22.860159442688715,0.7080657482147217,0.24793866276741028
DJI_20260110101951_0482_V,20.795967948593276,0.6626669764518738,0.2489309385418892
DJI_20260110101958_0487_V,19.295297030684896,0.5598476529121399,0.32241740822792053
DJI_20260110102000_0488_V,19.77567611296396,0.5469262003898621,0.31348054111003876
DJI_20260110102029_0501_V,22.59461478307044,0.7178016304969788,0.24015861004590988
DJI_20260110102030_0502_V,19.248712937672142,0.5639850497245789,0.30030107498168945
DJI_20260110102035_0508_V,19.804450564230336,0.5878114104270935,0.2693183720111847
DJI_20260110102036_0509_V,24.345922262999927,0.8510165214538574,0.21829253435134888
DJI_20260110102038_0511_V,20.93310771480712,0.6140276789665222,0.2545786574482918
DJI_20260110102040_0512_V,22.12217481074785,0.6495454907417297,0.23260249942541122
DJI_20260110102104_0521_V,25.487378117797203,0.895723283290863,0.1804334595799446
